Company Name,Sectors,Market Cap,Ticker,Description,Formatted Description
CHEWY,Specialty Retailers,12917920986.0,CHWY,"Chewy, Inc. is a pure-play e-commerce company geared towards pet products and services for dogs, cats, fish, birds, small pets, horses, and reptiles. The Company's brands include A Pet Hub, Bark and Slumber, B&G Martin, Babyliss Pro Pet, C&F, Nutro, ORIJEN, NexGard, Frisco and others. It offers quality pet food, treats and supplies, and pet healthcare products. The Company's product offerings include Food products such as dry food, wet food, veterinary diets and food toppings; Treat products, such as treat products, such as soft and chewy treats, biscuits, cookies and crunchy treats, dental treats, jerky treats, bones, bully sticks and natural chews; Vitamin and supplements, such as Hip & Joint, Digestive Health & Probiotics, Multivitamins, Heart & Liver and others, and Healthcare products such as Dental Care, First Aid & Recovery, Ear Care, Eye Care, Milk Replacers, DNA Tests and others. It serves its customers through its retail Website, www.chewy.com, and its mobile applications.","#### 📌 **CHEWY**
- is a pure-play e-commerce company geared towards pet products and services for dogs, cats, fish, birds, small pets, horses, and reptiles
- The Company's brands include A Pet Hub, Bark and Slumber, B&G Martin, Babyliss Pro Pet, C&F, Nutro, ORIJEN, NexGard, Frisco and others
- It offers quality pet food, treats and supplies, and pet healthcare products
- The Company's product offerings include Food products such as dry food, wet food, veterinary diets and food toppings; Treat products, such as treat products, such as soft and chewy treats, biscuits, cookies and crunchy treats, dental treats, jerky treats, bones, bully sticks and natural chews; Vitamin and supplements, such as Hip & Joint, Digestive Health & Probiotics, Multivitamins, Heart & Liver and others, and Healthcare products such as Dental Care, First Aid & Recovery, Ear Care, Eye Care, Milk Replacers, DNA Tests and others
- It serves its customers through its retail Website, www.chewy.com, and its mobile applications"
COMMVAULT SYSTEMS,Software & IT Services,6182104181.0,CVLT,"Commvault Systems, Inc. is a data management company. The Company offers cyber resilience platform that combines the data security and rapid recovery at enterprise scale across any workload. The Company provide these products and services for their data across many types of environments, including on-premises, hybrid and multi-cloud. Its offerings are delivered via self-managed software, software-as-a-service (SaaS), integrated appliances, or managed by partners. The Companys Commvault Cloud offerings are organized in three packages, such as Operational Recovery, Autonomous Recovery and Cyber Recovery. Its Operational Recovery provides backup, verifiable recovery, and cost-optimized cloud workload mobility, helping to ensure data availability and granular recovery, even across multiple clouds all managed with Commvaults Command Center. In addition, the Company provides customers with a range of offerings, including Cleanroom Recovery, HyperScale X, Air Gap Protect and Compliance.","#### 📌 **COMMVAULT SYSTEMS**
- Commvault Systems, Inc
- is a data management company
- The Company offers cyber resilience platform that combines the data security and rapid recovery at enterprise scale across any workload
- The Company provide these products and services for their data across many types of environments, including on-premises, hybrid and multi-cloud
- Its offerings are delivered via self-managed software, software-as-a-service (SaaS), integrated appliances, or managed by partners
- The Companys Commvault Cloud offerings are organized in three packages, such as Operational Recovery, Autonomous Recovery and Cyber Recovery
- Its Operational Recovery provides backup, verifiable recovery, and cost-optimized cloud workload mobility, helping to ensure data availability and granular recovery, even across multiple clouds all managed with Commvaults Command Center
- In addition, the Company provides customers with a range of offerings, including Cleanroom Recovery, HyperScale X, Air Gap Protect and Compliance"
COMTECH TELECOMMUNICATIONS,Communications & Networking,37270182.0,CMTL,"Comtech Telecommunications Corp. is a global technology company. The Company is engaged in providing terrestrial and wireless network solutions, next-generation 9-1-1 emergency services, satellite and space communications technologies, and cloud native capabilities to commercial and government customers around the world. It operates through two segments: Satellite and Space Communications, and Terrestrial and Wireless Networks. Its Satellite and Space Communications segment designs, builds and supports a variety of sophisticated communications equipment critical to modern communications infrastructures. Satellite and Space Communications segment is organized into four categories: satellite modem and amplifier technologies, troposcatter technologies, government services and space components. The Terrestrial and Wireless Networks segment has three service areas: next generation 911 and call delivery, Solacom call handling solutions, and trusted location and messaging solutions.","#### 📌 **COMTECH TELECOMMUNICATIONS**
- Comtech Telecommunications Corp
- is a global technology company
- The Company is engaged in providing terrestrial and wireless network solutions, next-generation 9-1-1 emergency services, satellite and space communications technologies, and cloud native capabilities to commercial and government customers around the world
- It operates through two segments: Satellite and Space Communications, and Terrestrial and Wireless Networks
- Its Satellite and Space Communications segment designs, builds and supports a variety of sophisticated communications equipment critical to modern communications infrastructures
- Satellite and Space Communications segment is organized into four categories: satellite modem and amplifier technologies, troposcatter technologies, government services and space components
- The Terrestrial and Wireless Networks segment has three service areas: next generation 911 and call delivery, Solacom call handling solutions, and trusted location and messaging solutions"
COUPANG,Diversified Retail,35676430000.0,CPNG,"Coupang, Inc. provides retail, restaurant delivery, video streaming, and fintech services to customers around the world under brands that include Coupang, Coupang Eats, Coupang Play and Farfetch. The Company owns and operates a retail business, which primarily serves the Korean retail market. Its segment includes Product Commerce and Developing Offerings. Product Commerce primarily includes its Korean retail (owned inventory) and marketplace offerings (third-party merchants) and Rocket Fresh, its fresh grocery category offering, as well as advertising products associated with these offerings. Developing Offerings includes its nascent offerings and services, including Coupang Eats, its restaurant ordering and delivery service in Korea, Coupang Play, its online content streaming service in Korea, fintech, its retail operations in Taiwan, as well as advertising products associated with these offerings, and also includes Farfetch, its newly acquired global luxury fashion marketplace.","#### 📌 **COUPANG**
- Coupang, Inc
- provides retail, restaurant delivery, video streaming, and fintech services to customers around the world under brands that include Coupang, Coupang Eats, Coupang Play and Farfetch
- The Company owns and operates a retail business, which primarily serves the Korean retail market
- Its segment includes Product Commerce and Developing Offerings
- Product Commerce primarily includes its Korean retail (owned inventory) and marketplace offerings (third-party merchants) and Rocket Fresh, its fresh grocery category offering, as well as advertising products associated with these offerings
- Developing Offerings includes its nascent offerings and services, including Coupang Eats, its restaurant ordering and delivery service in Korea, Coupang Play, its online content streaming service in Korea, fintech, its retail operations in Taiwan, as well as advertising products associated with these offerings, and also includes Farfetch, its newly acquired global luxury fashion marketplace"
CVS GROUP,Healthcare Providers & Services,661444500.0,CVSG,"CVS Group plc (CVS) is a United Kingdom-based company, which is engaged in providing veterinary services. The Companys segments include Veterinary Practices, Laboratories, Crematoria, and Online Retail Business. The Company has 500 veterinary practices throughout the United Kingdom and Australia, including nine specialist-led referral hospitals and 40 dedicated out-of-hours sites. The Laboratories division provides diagnostic services and in-practice laboratory analyzers to CVS practices and third-party owned veterinary surgeries. The Crematoria division provides pet cremation and clinical waste disposal for CVS and third-party practices. The Online Retail Business includes Animed Direct, which sells prescription and non-prescription medicines. It also operates three laboratories, seven crematoria buying groups (VetDirect), a pet health plan (The Healthy Pet Club), pet insurance (MiPet Cover) and an online retail business (Animed Direct).","#### 📌 **CVS GROUP**
- CVS Group plc (CVS) is a United Kingdom-based company, which is engaged in providing veterinary services
- The Companys segments include Veterinary Practices, Laboratories, Crematoria, and Online Retail Business
- The Company has 500 veterinary practices throughout the United Kingdom and Australia, including nine specialist-led referral hospitals and 40 dedicated out-of-hours sites
- The Laboratories division provides diagnostic services and in-practice laboratory analyzers to CVS practices and third-party owned veterinary surgeries
- The Crematoria division provides pet cremation and clinical waste disposal for CVS and third-party practices
- The Online Retail Business includes Animed Direct, which sells prescription and non-prescription medicines
- It also operates three laboratories, seven crematoria buying groups (VetDirect), a pet health plan (The Healthy Pet Club), pet insurance (MiPet Cover) and an online retail business (Animed Direct)"
DANONE,Investment Banking & Investment Services,48506560000.0,BN,"Danone SA is a France-based global food and beverage company. It operates through four segments: Essential Dairy and Plant-Based Products (EDP), Waters and Specialized Nutrition, including Early Life Nutrition and Medical Nutrition. EDP produces and distributes fresh fermented dairy products and other dairy specialties, plant-based products and beverages, coffee creamers and organic products; Waters sells bottled water and water sold in small and large containers; Early Life Nutrition offers baby formula (infant milk formula, follow-on milk, growing up milks), milk and fruit-based desserts, cereals, jars of baby food and ready-made baby food; Advanced Medical Nutrition offers adult or pediatric clinical nutrition products to be taken orally or through a tube in the event of malnutrition related to illness or other causes. The Companys brands portfolio includes Activia, Actimel, Alpro, Danette, Danonino, Danio, evian, Volvic, Nutrilon/Aptamil, Nutricia, and others.","#### 📌 **DANONE**
- Danone SA is a France-based global food and beverage company
- It operates through four segments: Essential Dairy and Plant-Based Products (EDP), Waters and Specialized Nutrition, including Early Life Nutrition and Medical Nutrition
- EDP produces and distributes fresh fermented dairy products and other dairy specialties, plant-based products and beverages, coffee creamers and organic products; Waters sells bottled water and water sold in small and large containers; Early Life Nutrition offers baby formula (infant milk formula, follow-on milk, growing up milks), milk and fruit-based desserts, cereals, jars of baby food and ready-made baby food; Advanced Medical Nutrition offers adult or pediatric clinical nutrition products to be taken orally or through a tube in the event of malnutrition related to illness or other causes
- The Companys brands portfolio includes Activia, Actimel, Alpro, Danette, Danonino, Danio, evian, Volvic, Nutrilon/Aptamil, Nutricia, and others"
EZCORP,Banking Services,837813497.0,EZPW,"EZCORP, Inc. is a provider of pawn transactions in the United States and Latin America. The Company also sells pre-owned and recycled merchandise, primarily collateral forfeited from pawn lending operations and merchandise purchased from customers. The Companys U.S. Pawn segment includes its EZPAWN, Value Pawn & Jewelry and other branded pawn operations in the United States. Its Latin America Pawn segment includes its Empeno Facil, Cash Apoyo Efectivo and other branded pawn operations in Mexico, as well as its GuatePrenda and MaxiEfectivo pawn operations in Guatemala, El Salvador, and Honduras (GPMX). The Companys Other Investments segment primarily includes its equity interest in Cash Converters International Limited (Cash Converters) and its investment in and notes receivable from Founders One, LLC (Founders). At its pawn stores, it advances cash against the value of collateralized tangible personal property and sells merchandise to customers looking for good value.","#### 📌 **EZCORP**
- EZCORP, Inc
- is a provider of pawn transactions in the United States and Latin America
- The Company also sells pre-owned and recycled merchandise, primarily collateral forfeited from pawn lending operations and merchandise purchased from customers
- The Companys U.S
- Pawn segment includes its EZPAWN, Value Pawn & Jewelry and other branded pawn operations in the United States
- Its Latin America Pawn segment includes its Empeno Facil, Cash Apoyo Efectivo and other branded pawn operations in Mexico, as well as its GuatePrenda and MaxiEfectivo pawn operations in Guatemala, El Salvador, and Honduras (GPMX)
- The Companys Other Investments segment primarily includes its equity interest in Cash Converters International Limited (Cash Converters) and its investment in and notes receivable from Founders One, LLC (Founders)
- At its pawn stores, it advances cash against the value of collateralized tangible personal property and sells merchandise to customers looking for good value"
FINANCE OF AMERICA ,Investment Banking & Investment Services,204057694.0,FOA,"Finance of America Companies Inc. is a financial services holding company. The Company is a provider of home equity-based financing solutions for a modern retirement. The Company offers capital markets and portfolio management capabilities primarily to optimize the distribution of its originated loans to investors. It has two segments: Retirement Solutions and Portfolio Management. Retirement Solutions segment conducts all of the Companys loan origination activity, including the origination of home equity conversion mortgages and non-agency reverse mortgage loans through both the retail and third-party originator channels. Portfolio Management segment provides product development, loan securitization, loan sales, risk management, servicing oversight, and asset management services for the Company. It uses a combination of proprietary and third-party intellectual property, such as owned or licensed trademarks, trademark applications, and domain names.","#### 📌 **FINANCE OF AMERICA **
- Finance of America Companies Inc
- is a financial services holding company
- The Company is a provider of home equity-based financing solutions for a modern retirement
- The Company offers capital markets and portfolio management capabilities primarily to optimize the distribution of its originated loans to investors
- It has two segments: Retirement Solutions and Portfolio Management
- Retirement Solutions segment conducts all of the Companys loan origination activity, including the origination of home equity conversion mortgages and non-agency reverse mortgage loans through both the retail and third-party originator channels
- Portfolio Management segment provides product development, loan securitization, loan sales, risk management, servicing oversight, and asset management services for the Company
- It uses a combination of proprietary and third-party intellectual property, such as owned or licensed trademarks, trademark applications, and domain names"
FIRSTCASH HOLDINGS,Banking Services,5281768500.0,FCFS,"FirstCash Holdings, Inc. is an operator of pawn stores in the United States and Latin America. It is a provider of technology-driven, retail point-of-sale (POS) payment solutions focused on serving cash and credit-constrained consumers in the U.S. and Puerto Rico. It operates two business lines: pawn operations and retail POS payment solutions, which are organized into three reportable segments. The U.S. pawn segment consists of pawn operations in 29 U.S. states and the District of Columbia, while the Latin America pawn segment consists of pawn operations in Mexico, Guatemala, Colombia and El Salvador. The retail POS payment solutions segment consists of the operations of American First Finance, LLC (AFF) in all 50 states in the U.S., the District of Columbia and Puerto Rico. Its pawn stores buy and sell a variety of jewelry, electronics, appliances, sporting goods, musical instruments and other merchandise, and make small non-recourse pawn loans secured by pledged personal property.","#### 📌 **FIRSTCASH HOLDINGS**
- FirstCash Holdings, Inc
- is an operator of pawn stores in the United States and Latin America
- It is a provider of technology-driven, retail point-of-sale (POS) payment solutions focused on serving cash and credit-constrained consumers in the U.S
- and Puerto Rico
- It operates two business lines: pawn operations and retail POS payment solutions, which are organized into three reportable segments
- pawn segment consists of pawn operations in 29 U.S
- states and the District of Columbia, while the Latin America pawn segment consists of pawn operations in Mexico, Guatemala, Colombia and El Salvador
- The retail POS payment solutions segment consists of the operations of American First Finance, LLC (AFF) in all 50 states in the U.S., the District of Columbia and Puerto Rico
- Its pawn stores buy and sell a variety of jewelry, electronics, appliances, sporting goods, musical instruments and other merchandise, and make small non-recourse pawn loans secured by pledged personal property"
FRESHPET,Food & Tobacco,3611511300.0,FRPT,"Freshpet, Inc. is focused on the development, manufacturing, marketing, and distribution of pet food products. The Companys products consist of dog food, cat food and dog treats. The Companys products are made according to its nutritional philosophy of fresh, meat-based nutrition and minimal processing. Its proprietary recipes include real, fresh meat and varying combinations of vitamin-rich vegetables, leafy greens, and antioxidant-rich fruits, without the use of preservatives or additives. Its products are sold under the Freshpet brand name. The Company sells its products through a network of Company-owned branded refrigerators, Freshpet Fridges. The Company sells its products throughout the United States, Canada, and Europe. It sells its products through the classes of retail: grocery (including online), mass, club, pet specialty, natural, and digital. The Company also offer fresh treats across all classes of retail under the Dognation and Dog Joy labels.","#### 📌 **FRESHPET**
- Freshpet, Inc
- is focused on the development, manufacturing, marketing, and distribution of pet food products
- The Companys products consist of dog food, cat food and dog treats
- The Companys products are made according to its nutritional philosophy of fresh, meat-based nutrition and minimal processing
- Its proprietary recipes include real, fresh meat and varying combinations of vitamin-rich vegetables, leafy greens, and antioxidant-rich fruits, without the use of preservatives or additives
- Its products are sold under the Freshpet brand name
- The Company sells its products through a network of Company-owned branded refrigerators, Freshpet Fridges
- The Company sells its products throughout the United States, Canada, and Europe
- It sells its products through the classes of retail: grocery (including online), mass, club, pet specialty, natural, and digital
- The Company also offer fresh treats across all classes of retail under the Dognation and Dog Joy labels"
GENIUS SPORTS,Software & IT Services,2179429053.0,GENI,"Genius Sports Limited is the official data, technology and broadcast partner that powers the ecosystem connecting sports, betting and media. Its products: Sports Technology and Services, Betting Technology, Content and Services and Media Technology, Content and Services. It builds and supplies technology and services that allow sports leagues to collect, analyze and monetize their data with added tools to deepen fan engagement. It provides sports leagues with bespoke monitoring technology and education services to help protect their competitions and athletes from the threats of match fixing and betting-related corruption. It offers official data, outsourced bookmaking, trading/risk management services and live audio-visual game content that is derived from its streaming partnerships with sports leagues. It builds and supplies technology, services and data that enables sportsbooks, sports organizations and other brands to target, acquire and retain sports fans as their customers.","#### 📌 **GENIUS SPORTS**
- Genius Sports Limited is the official data, technology and broadcast partner that powers the ecosystem connecting sports, betting and media
- Its products: Sports Technology and Services, Betting Technology, Content and Services and Media Technology, Content and Services
- It builds and supplies technology and services that allow sports leagues to collect, analyze and monetize their data with added tools to deepen fan engagement
- It provides sports leagues with bespoke monitoring technology and education services to help protect their competitions and athletes from the threats of match fixing and betting-related corruption
- It offers official data, outsourced bookmaking, trading/risk management services and live audio-visual game content that is derived from its streaming partnerships with sports leagues
- It builds and supplies technology, services and data that enables sportsbooks, sports organizations and other brands to target, acquire and retain sports fans as their customers"
HERITAGE GLOBAL,Investment Banking & Investment Services,71700021.0,HGBL,"Heritage Global Inc. is an asset services company specializing in financial and industrial asset transactions. The Company's segments consist of the Auction and Liquidation segment, Refurbishment & Resale segment, Brokerage segment, and Specialty Lending segment. The Auction and Liquidation segment, through Heritage Global Partners, Inc., operates as a global full-service auction, appraisal and asset advisory firm, including the acquisition of turnkey manufacturing facilities and used industrial machinery and equipment. The Refurbishment & Resale segment, through Heritage ALT LLC, acquires, refurbishes and supplies specialized laboratory equipment. The Brokerage segment, through National Loan Exchange Inc., brokers charge-off receivables in the United States and Canada on behalf of financial institutions. The Specialty Lending segment, through Heritage Global Capital LLC, provides specialty financing solutions to investors in charged-off and nonperforming asset portfolios.","#### 📌 **HERITAGE GLOBAL**
- Heritage Global Inc
- is an asset services company specializing in financial and industrial asset transactions
- The Company's segments consist of the Auction and Liquidation segment, Refurbishment & Resale segment, Brokerage segment, and Specialty Lending segment
- The Auction and Liquidation segment, through Heritage Global Partners, Inc., operates as a global full-service auction, appraisal and asset advisory firm, including the acquisition of turnkey manufacturing facilities and used industrial machinery and equipment
- The Refurbishment & Resale segment, through Heritage ALT LLC, acquires, refurbishes and supplies specialized laboratory equipment
- The Brokerage segment, through National Loan Exchange Inc., brokers charge-off receivables in the United States and Canada on behalf of financial institutions
- The Specialty Lending segment, through Heritage Global Capital LLC, provides specialty financing solutions to investors in charged-off and nonperforming asset portfolios"
